shot_id,arrival_time_us,start_time_us,finish_time_us,worker_id,latency_us,response_time_us,deadline_us,deadline_miss,backlog,pauli_frame_lag,pauli_frame_lag_violation,prediction,observable,logical_error,logical_boundary,rounds_until_boundary,boundary_drain,boundary_commit_success,ai_model_type,ai_history_length,ai_risk_score,ai_hard_runtime_score,ai_runtime_pred,ai_confidence,fast_wrong_prob,fast_logical_fail_prob,hard_runtime_prob,safe_fast_prob,combined_fast_risk,selected_decoder
12,120.0,120.0,142.40000228881837,0,22.40000228881836,22.40000228881837,160.0,False,1,0,False,0,0,False,False,87,False,True,risk_lstm,8,0.9139478206634521,0.4297540485858917,2.072437047958374,0.8741016983985901,,,,,,accurate
13,130.0,142.40000228881837,169.80000457763674,0,27.40000228881836,39.80000457763674,170.0,False,2,1,False,1,1,False,False,86,False,True,risk_lstm,8,0.9057332873344421,0.4054010510444641,2.1045148372650146,0.8645101189613342,,,,,,accurate
16,160.0,169.80000457763674,188.5000022888184,0,18.69999771118164,28.500002288818393,200.0,False,2,1,False,0,0,False,False,83,False,True,risk_lstm,8,0.9427055716514587,0.30513519048690796,2.0903937816619873,0.9136141538619995,,,,,,accurate
17,170.0,188.5000022888184,216.70000000000005,0,28.19999771118164,46.700000000000045,210.0,True,2,1,False,0,0,False,False,82,False,False,risk_lstm,8,0.9344246983528137,0.3504768908023834,2.1535844802856445,0.869132936000824,,,,,,accurate
25,250.0,250.0,271.3,0,21.3,21.30000000000001,290.0,False,1,0,False,1,1,False,False,74,False,True,risk_lstm,8,0.9226133227348328,0.35526612401008606,2.1431291103363037,0.8795091509819031,,,,,,accurate
27,270.0,271.3,291.1999984741211,0,19.899998474121094,21.199998474121116,310.0,False,2,1,False,0,0,False,False,72,False,True,risk_lstm,8,0.9363278746604919,0.2532002031803131,2.0634617805480957,0.9153757095336914,,,,,,accurate
29,290.0,291.1999984741211,311.6999954223633,0,20.499996948242188,21.699995422363315,330.0,False,2,1,False,0,0,False,False,70,False,True,risk_lstm,8,0.8945721387863159,0.32869017124176025,2.00612473487854,0.903091549873352,,,,,,accurate
31,310.0,311.6999954223633,328.9149934768677,0,17.214998054504395,18.91499347686772,350.0,False,2,1,False,0,0,False,False,68,False,True,risk_lstm,8,0.9112443327903748,0.30466428399086,2.07293701171875,0.8937221765518188,,,,,,accurate
32,320.0,328.9149934768677,348.23440253256,0,19.31940905569231,28.23440253256001,360.0,False,2,1,False,0,0,False,False,67,False,True,risk_lstm,8,0.924778938293457,0.3086682856082916,2.0302388668060303,0.8989289402961731,,,,,,accurate
34,340.0,348.23440253256,375.43440405843893,0,27.200001525878907,35.43440405843893,380.0,False,2,1,False,1,1,False,False,65,False,True,risk_lstm,8,0.9002982378005981,0.28392818570137024,2.1036593914031982,0.8751797080039978,,,,,,accurate
35,350.0,375.43440405843893,401.4344048213784,0,26.000000762939454,51.43440482137839,390.0,True,2,1,False,1,1,False,False,64,False,False,risk_lstm,8,0.8805016875267029,0.32412365078926086,2.155608892440796,0.8904761672019958,,,,,,accurate
36,360.0,401.4344048213784,423.03440405843895,0,21.599999237060548,63.03440405843895,400.0,True,3,2,False,0,0,False,False,63,False,False,risk_lstm,8,0.9223344922065735,0.28939759731292725,2.1926300525665283,0.8809340596199036,,,,,,accurate
38,380.0,423.03440405843895,456.6344071101968,0,33.60000305175781,76.63440711019678,420.0,True,3,2,False,0,0,False,False,61,False,False,risk_lstm,8,0.863244891166687,0.3103378415107727,2.0616402626037598,0.8906061053276062,,,,,,accurate
41,410.0,456.6344071101968,491.73440634725733,0,35.099999237060544,81.73440634725733,450.0,True,3,2,False,0,0,False,False,58,False,False,risk_lstm,8,0.9061305522918701,0.37268397212028503,2.1742050647735596,0.8784404993057251,,,,,,accurate
42,420.0,491.73440634725733,509.3344017696206,0,17.599995422363282,89.33440176962063,460.0,True,4,3,False,0,0,False,False,57,False,False,risk_lstm,8,0.8934109807014465,0.2808881402015686,1.9251161813735962,0.9370895028114319,,,,,,accurate
44,440.0,509.3344017696206,536.4344048213784,0,27.100003051757813,96.4344048213784,480.0,True,4,3,False,1,1,False,False,55,False,False,risk_lstm,8,0.9483581185340881,0.283617228269577,2.1871564388275146,0.8761295080184937,,,,,,accurate
46,460.0,536.4344048213784,559.8344032954994,0,23.399998474121094,99.83440329549944,500.0,True,4,3,False,0,0,False,False,53,False,False,risk_lstm,8,0.9126776456832886,0.36122334003448486,2.2053871154785156,0.8813024759292603,,,,,,accurate
47,470.0,559.8344032954994,585.2344055843178,0,25.40000228881836,115.23440558431776,510.0,True,5,4,False,0,0,False,False,52,False,False,risk_lstm,8,0.8963969349861145,0.3524308204650879,2.215240716934204,0.8837630152702332,,,,,,accurate
49,490.0,585.2344055843178,606.834401006681,0,21.599995422363282,116.83440100668099,530.0,True,6,5,True,0,0,False,False,50,False,False,risk_lstm,8,0.9370912909507751,0.2356228530406952,2.0266916751861572,0.9205885529518127,,,,,,accurate
50,500.0,606.834401006681,609.7625239324393,0,2.9281229257583616,109.76252393243931,540.0,True,6,5,True,0,1,True,False,49,False,False,risk_lstm,8,0.9489380717277527,0.23627136647701263,2.0417392253875732,0.9066431522369385,,,,,,fast
51,510.0,609.7625239324393,630.5625239324393,0,20.8,120.56252393243926,550.0,True,6,5,True,0,0,False,False,48,False,False,risk_lstm,8,0.9256018996238708,0.3025587499141693,2.12894606590271,0.8840068578720093,,,,,,accurate
52,520.0,630.5625239324393,656.162526984197,0,25.600003051757813,136.16252698419703,560.0,True,7,6,True,0,0,False,False,47,False,False,risk_lstm,8,0.916538655757904,0.2651963531970978,2.217658758163452,0.884464681148529,,,,,,accurate
55,550.0,656.162526984197,677.7625300359548,0,21.600003051757813,127.7625300359548,590.0,True,7,6,True,0,0,False,False,44,False,False,risk_lstm,8,0.9318713545799255,0.27733394503593445,2.0708863735198975,0.9011201858520508,,,,,,accurate
58,580.0,677.7625300359548,680.5019398509577,0,2.7394098150029094,100.50193985095768,620.0,True,7,6,True,0,1,True,False,41,False,False,risk_lstm,8,0.9317424893379211,0.24902285635471344,2.091979503631592,0.8922847509384155,,,,,,fast
60,600.0,680.5019398509577,699.5019367991998,0,18.999996948242188,99.50193679919983,640.0,True,7,6,True,0,0,False,False,39,False,False,risk_lstm,8,0.96006840467453,0.19925466179847717,2.098738670349121,0.901948094367981,,,,,,accurate
62,620.0,699.5019367991998,702.1590796410158,0,2.657142841815948,82.15907964101575,660.0,True,6,5,True,0,0,False,False,37,False,False,risk_lstm,8,0.9413871765136719,0.20888246595859528,1.9732438325881958,0.9181804060935974,,,,,,fast
64,640.0,702.1590796410158,732.8590811668946,0,30.700001525878907,92.85908116689461,680.0,True,6,5,True,0,0,False,False,35,False,False,risk_lstm,8,0.947729766368866,0.22138236463069916,2.1270461082458496,0.8746816515922546,,,,,,accurate
