epoch,batch,split,loss,accuracy,precision,recall,risk_auc
4,10,train,0.6002029776573181,0.88671875,0.0,0.0,0.5928907792799636
4,11,train,0.7316789627075195,0.8515625,0.0,0.0,0.5185900531144374
4,12,train,0.574248731136322,0.90234375,0.0,0.0,0.5907359307359308
4,13,train,0.5779563188552856,0.90234375,0.0,0.0,0.579047619047619
4,14,train,0.5493699312210083,0.91015625,0.0,0.0,0.5760403060272439
4,15,train,0.5864320397377014,0.89375,0.0,0.0,0.5754833401892225
4,-1,val,0.5912824273109436,0.8984375,0.0,0.0,0.5150020795108385
5,0,train,0.5780908465385437,0.88671875,0.0,0.0,0.6202339358954884
5,1,train,0.6979547142982483,0.85546875,0.0,0.0,0.5849685301740096
5,2,train,0.5247828960418701,0.91796875,0.0,0.0,0.5482269503546099
5,3,train,0.6325790286064148,0.875,0.0,0.0,0.59375
5,4,train,0.6299086809158325,0.8828125,0.0,0.0,0.5725663716814159
5,5,train,0.48017245531082153,0.9296875,0.0,0.0,0.5214752567693745
5,6,train,0.6430221796035767,0.87109375,0.0,0.0,0.5893463785840468
5,7,train,0.5692506432533264,0.8984375,0.0,0.0,0.5323578595317726
5,8,train,0.5684415698051453,0.89453125,0.0,0.0,0.6475820798964904
5,9,train,0.5977627038955688,0.875,0.0,0.0,0.6368582589285714
5,10,train,0.5624268054962158,0.89453125,0.0,0.0,0.5896813844412098
5,11,train,0.6595025062561035,0.859375,0.0,0.0,0.6026515151515152
5,12,train,0.6301345229148865,0.87890625,0.0,0.0,0.5371326164874553
5,13,train,0.642017662525177,0.8671875,0.0,0.0,0.5745892951775304
5,14,train,0.5331329107284546,0.91015625,0.0,0.0,0.5529016607576039
5,15,train,0.4831470549106598,0.93125,0.0,0.0,0.5671140939597316
5,-1,val,0.5801708996295929,0.8984375,0.0,0.0,0.5147123538187076
6,0,train,0.4845622777938843,0.921875,0.0,0.0,0.5992584745762712
6,1,train,0.5487690567970276,0.88671875,0.0,0.0,0.6869208567522406
6,2,train,0.4940909445285797,0.9140625,0.0,0.0,0.6166472416472416
6,3,train,0.615042507648468,0.8828125,0.0,0.0,0.5368731563421829
6,4,train,0.6462711095809937,0.86328125,0.0,0.0,0.6055591467356173
6,5,train,0.5209271907806396,0.90234375,0.0,0.0,0.6163636363636363
6,6,train,0.4969364106655121,0.9140625,0.0,0.0,0.6044094794094794
6,7,train,0.5704200267791748,0.88671875,0.0,0.0,0.6067142640133678
6,8,train,0.6122392416000366,0.8828125,0.0,0.0,0.5519911504424778
6,9,train,0.5854599475860596,0.890625,0.0,0.0,0.5541979949874686
6,10,train,0.6614890694618225,0.859375,0.0,0.0,0.5946969696969697
6,11,train,0.6674966812133789,0.875,0.0,0.0,0.47433035714285715
6,12,train,0.6850317120552063,0.86328125,0.0,0.0,0.5341305753070459
6,13,train,0.5656371116638184,0.89453125,0.0,0.0,0.5879023127931425
6,14,train,0.5616862773895264,0.89453125,0.0,0.0,0.5824842309558467
6,15,train,0.6187758445739746,0.875,0.0,0.0,0.6128571428571429
6,-1,val,0.5768710821866989,0.8984375,0.0,0.0,0.5145854517352838
7,0,train,0.5469064712524414,0.90625,0.0,0.0,0.5172413793103448
7,1,train,0.5453191995620728,0.90625,0.0,0.0,0.556303879310345
7,2,train,0.6058840751647949,0.87890625,0.0,0.0,0.6002867383512546
7,3,train,0.6476395726203918,0.86328125,0.0,0.0,0.5928248222365868
7,4,train,0.4866425693035126,0.921875,0.0,0.0,0.5171610169491526
7,5,train,0.6388826966285706,0.8671875,0.0,0.0,0.6224165341812401
7,6,train,0.6086534857749939,0.87890625,0.0,0.0,0.5763440860215054
7,7,train,0.5129393935203552,0.90625,0.0,0.0,0.5942887931034483
7,8,train,0.4994102716445923,0.9140625,0.0,0.0,0.5620629370629371
7,9,train,0.5024356842041016,0.90234375,0.0,0.0,0.641038961038961
7,10,train,0.6313004493713379,0.86328125,0.0,0.0,0.629541047188106
7,11,train,0.5563624501228333,0.89453125,0.0,0.0,0.5676855895196505
7,12,train,0.6000334620475769,0.88671875,0.0,0.0,0.5580282545951695
7,13,train,0.6675555109977722,0.8671875,0.0,0.0,0.5444488606253312
7,14,train,0.5669119358062744,0.890625,0.0,0.0,0.5956296992481204
7,15,train,0.6715813279151917,0.85,0.0,0.0,0.6135110294117647
7,-1,val,0.5758239477872849,0.8984375,0.0,0.0,0.5144493629998942
8,0,train,0.693333089351654,0.85546875,0.0,0.0,0.5695421448846107
8,1,train,0.5862506031990051,0.89453125,0.0,0.0,0.5074397541646449
8,2,train,0.6203078031539917,0.87109375,0.0,0.0,0.6237939937491506
8,3,train,0.5647542476654053,0.88671875,0.0,0.0,0.6216010937262646
8,4,train,0.5882401466369629,0.87890625,0.0,0.0,0.6157706093189964
8,5,train,0.5371375679969788,0.90234375,0.0,0.0,0.5535930735930736
8,6,train,0.7016084790229797,0.859375,0.0,0.0,0.5275252525252525
8,7,train,0.45356208086013794,0.92578125,0.0,0.0,0.5947146346879857
8,8,train,0.5120858550071716,0.90625,0.0,0.0,0.604705459770115
8,9,train,0.5456255674362183,0.90234375,0.0,0.0,0.5459740259740259
8,10,train,0.5672905445098877,0.88671875,0.0,0.0,0.5938022178338144
8,11,train,0.5987767577171326,0.875,0.0,0.0,0.6096540178571428
8,12,train,0.6930785179138184,0.85546875,0.0,0.0,0.5837344193508578
8,13,train,0.44922399520874023,0.93359375,0.0,0.0,0.5201821314299779
8,14,train,0.5921767354011536,0.88671875,0.0,0.0,0.6006380069876956
8,15,train,0.5189948678016663,0.89375,0.0,0.0,0.6805841217605922
8,-1,val,0.5767771452665329,0.8984375,0.0,0.0,0.514435286395317
9,0,train,0.5660393238067627,0.89453125,0.0,0.0,0.554342552159146
9,1,train,0.5336483120918274,0.91015625,0.0,0.0,0.4982272812091808
9,2,train,0.5880285501480103,0.88671875,0.0,0.0,0.5748139146285888
9,3,train,0.6800466179847717,0.8515625,0.0,0.0,0.6196281989377114
9,4,train,0.5305726528167725,0.90234375,0.0,0.0,0.5954112554112554
9,5,train,0.6928991675376892,0.8515625,0.0,0.0,0.571040560115886
9,6,train,0.5153765678405762,0.90234375,0.0,0.0,0.6408658008658009
9,7,train,0.5445094704627991,0.8984375,0.0,0.0,0.5806020066889633
9,8,train,0.6447997689247131,0.87109375,0.0,0.0,0.55972278842234
9,9,train,0.5058873891830444,0.90234375,0.0,0.0,0.6736796536796537
9,10,train,0.5041018128395081,0.90625,0.0,0.0,0.6025502873563219
9,11,train,0.6885142922401428,0.85546875,0.0,0.0,0.5698506725903986
9,12,train,0.5822627544403076,0.890625,0.0,0.0,0.5519266917293232
9,13,train,0.5519283413887024,0.88671875,0.0,0.0,0.6338295609904299
9,14,train,0.5342860221862793,0.91015625,0.0,0.0,0.516420974062325
9,15,train,0.5612550377845764,0.89375,0.0,0.0,0.569724393253805
9,-1,val,0.5765463560819626,0.8984375,0.0,0.0,0.5142982109077904
