epoch,split,confidence_mean,fnr,fpr,hard_runtime_accuracy,precision,recall,risk_accuracy,runtime_mae,loss
0,train,0.4629226298192921,0.09291979949874689,0.9123563218390803,0.4827757019927536,0.46923570014985,0.9070802005012532,0.508392776268116,2.993347050271209,3.930549403031667
0,val,0.4021239633298608,0.0,1.0,0.1005859375,0.1015625,1.0,0.1015625,2.192076488580053,3.007253348827362
1,train,0.43359332423753344,0.0,1.0,0.44047214673913043,0.4896116394927536,1.0,0.4896116394927536,2.1579412773582884,2.8855103651682534
1,val,0.45882660763715555,0.0,1.0,0.1005859375,0.1015625,1.0,0.1015625,1.266305016960278,3.0052170753479004
