epoch,split,confidence_mean,fnr,fpr,hard_runtime_accuracy,hard_runtime_label_valid,precision,recall,risk_accuracy,runtime_mae,loss,epoch_time_sec,samples_per_sec
0,train,0.5960690674139186,0.3824238211099525,0.30844944222929077,0.9368607954545455,1.0,0.5330281266606816,0.6175761788900476,0.6813210227272728,2.3377111495604495,7.90947961807251,0.08677737897960469,13828.48864658653
0,val,0.5711086247465573,0.0,0.8233950883239982,0.8582899305555556,1.0,0.23908730158730157,1.0,0.3465711805555556,2.6044865350367727,2.8203965425491333,,
1,train,0.6039344153028321,0.0,0.48036822723971523,0.60234375,1.0,0.6671673708819637,1.0,0.7548295454545455,2.2443322313386975,4.80696325302124,0.08137105900095776,14747.257989918451
1,val,0.5774700407831308,0.0,0.8233950883239982,0.32552083333333337,1.0,0.23908730158730157,1.0,0.3465711805555556,2.4601773391593578,2.7301409244537354,,
2,train,0.6052420759256083,0.0,0.48547231459617823,0.4258522727272728,1.0,0.6782542898163403,1.0,0.7603693181818182,2.1537180515752086,3.0275463104248046,0.08105591498315334,14804.595077970656
2,val,0.5663054551696405,0.0,0.8233950883239982,0.296875,1.0,0.23908730158730157,1.0,0.3465711805555556,2.3225888853180656,2.76549756526947,,
3,train,0.620175120101141,0.0,0.4244002867159284,0.41321022727272727,1.0,0.7137992180680872,1.0,0.7941761363636364,1.9403427570916691,2.4627838134765625,0.08126620703842491,14766.285319956016
3,val,0.5853104932789898,0.0,0.8233950883239982,0.2999131944444444,1.0,0.23908730158730157,1.0,0.3465711805555556,2.097057393448328,2.7904069423675537,,
4,train,0.6608913943213833,0.0,0.42981492465599375,0.43465909090909094,1.0,0.687066734253799,1.0,0.7791903409090909,1.6542666848180967,2.30698184967041,0.08097840897971764,14818.764842620698
4,val,0.6258156281093963,0.0,0.8139164153382162,0.333984375,1.0,0.24105271039233303,1.0,0.3543836805555556,1.8217907317612725,2.774156093597412,,
5,train,0.7017641363877126,0.0,0.43124868665109,0.5379261363636363,1.0,0.6991520588356989,1.0,0.7849431818181818,1.3602662392287668,2.039294934272766,0.08122698799706995,14773.414964534777
