epoch,split,confidence_mean,fnr,fpr,hard_runtime_accuracy,hard_runtime_label_valid,precision,recall,risk_accuracy,runtime_mae,loss,epoch_time_sec,samples_per_sec
42,val,0.9434447232504479,0.7277777777777779,0.12369668246445498,0.998046875,1.0,0.30128205128205127,0.2722222222222222,0.7610677083333333,0.2237222576581578,9.390965700149536,,
43,train,0.9273279902694578,0.0,0.11696123799192908,0.9980823863636363,1.0,0.9032863764215004,1.0,0.9441761363636363,0.09312815142500129,0.31826689541339875,0.08037055004388094,14930.842197108526
43,val,0.9384413340982671,0.7277777777777779,0.11678155967255494,0.998046875,1.0,0.3145933014354067,0.2722222222222222,0.7664930555555556,0.22275340196146276,9.462836265563965,,
44,train,0.9309358031785285,0.0,0.0926432406959611,0.99921875,1.0,0.9165143255594504,1.0,0.9541193181818182,0.08834152059213898,0.2644591897726059,0.080367213988211,14931.461978712201
44,val,0.9471342015830386,0.7718954248366013,0.10512710038776389,0.998046875,1.0,0.33088235294117646,0.2281045751633987,0.7654079861111112,0.17677199845533842,10.000349283218384,,
45,train,0.9393414198590273,0.0,0.09759087195837694,0.99921875,1.0,0.9115463491144824,1.0,0.9513494318181819,0.09222217514741213,0.298866930603981,0.08048145996872336,14910.26629569522
45,val,0.9528227884503495,0.7571895424836601,0.11441189142610944,0.998046875,1.0,0.30833333333333335,0.24281045751633987,0.7615017361111112,0.19775557123073698,9.891926527023315,,
46,train,0.9404454311017286,0.0,0.11157461747870856,0.9988636363636363,1.0,0.8926855711338471,1.0,0.941690340909091,0.09338140978118965,0.3125760853290558,0.0806001879973337,14888.302742416638
46,val,0.9529127179670872,0.746078431372549,0.12132701421800948,0.99609375,1.0,0.32770270270270274,0.25392156862745097,0.7580295138888888,0.19717947815174136,9.782041549682617,,
47,train,0.9391303662210703,0.0,0.07974559232011902,0.99609375,1.0,0.931867312194084,1.0,0.9619318181818182,0.09122545154521793,0.25386428236961367,0.08438764698803425,14220.090769566712
47,val,0.9517130259709019,0.7830065359477124,0.10512710038776389,0.998046875,1.0,0.2773109243697479,0.21699346405228756,0.7634548611111112,0.1587899628021788,10.335618257522583,,
48,train,0.9419399019838733,0.0,0.06882347548883555,1.0,1.0,0.9344623799692636,1.0,0.9654829545454545,0.08712096963131233,0.2259637802839279,0.08049172401661053,14908.364986099243
48,val,0.9537444604534863,0.7830065359477124,0.1074967686342094,0.998046875,1.0,0.26838235294117646,0.21699346405228756,0.7615017361111112,0.17881563254162414,10.47826099395752,,
49,train,0.9463678288315845,0.0,0.08287469539355564,0.99921875,1.0,0.9289671928990423,1.0,0.9600852272727274,0.08876522881486293,0.4111009329557419,0.08039474801626056,14926.348170869185
49,val,0.9580738712360876,0.7830065359477124,0.09347264110297286,0.998046875,1.0,0.33712121212121215,0.21699346405228756,0.7727864583333333,0.19735474717183527,10.894726991653442,,
50,train,0.9477906393606894,0.0,0.08911430497375897,0.99609375,1.0,0.9215198446528369,1.0,0.9563920454545455,0.08822590815619383,0.24277433454990388,0.08031012903666124,14942.07535704749
50,val,0.9592792421010219,0.7830065359477124,0.09821197759586385,0.998046875,1.0,0.29545454545454547,0.21699346405228756,0.7688802083333333,0.21715259174598162,10.825051069259644,,
51,train,0.9495539248455316,0.0,0.08509611006777935,0.99921875,1.0,0.9180260362202205,1.0,0.9564630681818181,0.08710417963639192,0.24511997103691102,0.080281806003768,14947.346848969471
51,val,0.961341634263388,0.7830065359477124,0.09347264110297286,0.998046875,1.0,0.33712121212121215,0.21699346405228756,0.7727864583333333,0.18986869176827575,11.222667932510376,,
52,train,0.9486006142783232,0.0,0.08471895505285168,0.99765625,1.0,0.9177954834290375,1.0,0.956534090909091,0.08879444739356901,0.25210349559783934,0.08034370600944385,14935.830814910982
52,val,0.9609145827901859,0.7830065359477124,0.08892718655751831,0.998046875,1.0,0.34375,0.21699346405228756,0.7762586805555556,0.19926534443286764,11.440276861190796,,
53,train,0.9498123962262814,0.0,0.08143402631805219,0.99921875,1.0,0.921898367363081,1.0,0.9583806818181818,0.07723189240376827,0.22834403514862062,0.08042576699517667,14920.591308404519
53,val,0.9618586666700948,0.7977124183006536,0.08438173201206377,0.998046875,1.0,0.3416666666666667,0.20228758169934638,0.7762586805555556,0.20190648326603516,11.319894552230835,,
54,train,0.9534854762213814,0.0,0.0624116551798477,0.99921875,1.0,0.9440572662531903,1.0,0.9697443181818182,0.07957780975291173,0.18364481031894683,0.08019053400494158,14964.359757550092
54,val,0.9669560486994062,0.7830065359477124,0.07983627746660922,0.998046875,1.0,0.35833333333333334,0.21699346405228756,0.783203125,0.1911036458074922,11.460932970046997,,
55,train,0.956866615028544,0.0,0.055302416987296286,1.0,1.0,0.9432609951766808,1.0,0.9712357954545455,0.07371122145560875,0.17486344277858734,0.08014161902246997,14973.493356348916
55,val,0.9684450744858218,0.7830065359477124,0.0936665230504093,0.998046875,1.0,0.3020833333333333,0.21699346405228756,0.7723524305555556,0.18065687807581768,11.527285099029541,,
56,train,0.9578006801026111,0.0,0.06695453634971132,0.99921875,1.0,0.9388069031013526,1.0,0.9670454545454545,0.07959495960958554,0.18921974003314973,0.08039571798872203,14926.168084826817
56,val,0.9725685525918379,0.7977124183006536,0.07983627746660922,0.998046875,1.0,0.34913793103448276,0.20228758169934638,0.7797309027777778,0.1687111977639995,12.098240375518799,,
57,train,0.9607779823539948,0.0,0.0725073924823612,0.9973011363636364,1.0,0.9339736970159885,1.0,0.964346590909091,0.08080207121392839,0.21378702223300933,0.08040714601520449,14924.046673327859
57,val,0.9689484771677397,0.8124183006535948,0.07983627746660922,0.998046875,1.0,0.3392857142857143,0.18758169934640523,0.7762586805555556,0.15675981814512346,12.254959106445312,,
58,train,0.9563012237237258,0.0,0.05829657862520506,1.0,1.0,0.948811625918147,1.0,0.9720170454545455,0.08262428951131369,0.1844782829284668,0.0803487990051508,14934.88409108733
58,val,0.9704795877914876,0.8124183006535948,0.07766049116760017,0.998046875,1.0,0.3222222222222222,0.18758169934640523,0.7777777777777778,0.1772275870365903,12.287848472595215,,
59,train,0.9582641837568108,0.0,0.06299656859647576,0.9988636363636363,1.0,0.9347173166425934,1.0,0.966690340909091,0.08178327460592913,0.21228045523166655,0.08025373297277838,14952.575482152753
59,val,0.9688907560581963,0.8565359477124184,0.06619991383024558,0.998046875,1.0,0.3295454545454546,0.1434640522875817,0.7762586805555556,0.16899843421730798,12.810113430023193,,
60,train,0.9558707856700164,0.0,0.0648925896163528,1.0,1.0,0.9438329398257063,1.0,0.969034090909091,0.07971381444213169,0.1738906055688858,0.08020103501621634,14962.400419861971
60,val,0.9751171954752256,0.8418300653594771,0.07529082292115467,0.998046875,1.0,0.325,0.15816993464052287,0.7727864583333333,0.15605151068294829,12.719815254211426,,
61,train,0.9643393148837441,0.0,0.06238162036968007,0.99921875,1.0,0.9388012390475545,1.0,0.9681107954545455,0.07616919257975777,0.20015710294246675,0.08044380694627762,14917.245286531379
61,val,0.9765522130635671,0.8418300653594771,0.07983627746660922,0.998046875,1.0,0.3173076923076923,0.15816993464052287,0.7693142361111112,0.1599854492663097,12.931578636169434,,
62,train,0.9667618273418735,0.0,0.06372479621841659,1.0,1.0,0.9388492422150252,1.0,0.9677556818181818,0.07055631827356589,0.19561592042446135,0.08017847704468295,14966.610045876123
62,val,0.9758687062939215,0.8418300653594771,0.06383024558380009,0.998046875,1.0,0.38405797101449274,0.15816993464052287,0.7816840277777778,0.1542761639045786,13.273237228393555,,
63,train,0.9583654280836609,0.0,0.061744041134752584,0.99921875,1.0,0.9362816161121656,1.0,0.967684659090909,0.07373545898870935,0.17194854021072387,0.08047759102191776,14910.983104267927
63,val,0.9752773039767312,0.8418300653594771,0.06837570012925462,0.998046875,1.0,0.375,0.15816993464052287,0.7782118055555556,0.17000791331281476,13.109462261199951,,
64,train,0.9644342822361398,0.0,0.04683385784567762,0.9984375,1.0,0.9527759339260689,1.0,0.9759232954545455,0.07316660661472868,0.15316684246063234,0.08037054300075397,14930.84350554584
64,val,0.9781612507973073,0.8418300653594771,0.06383024558380009,0.998046875,1.0,0.38405797101449274,0.15816993464052287,0.7816840277777778,0.17701651081423142,13.155704021453857,,
65,train,0.9667512325739318,0.0,0.055324604354301796,1.0,1.0,0.9476519081468545,1.0,0.9724431818181818,0.07333864704822986,0.16698623895645143,0.08029565401375294,14944.768988299984
65,val,0.9766771298082959,0.8271241830065359,0.07074536837570013,0.998046875,1.0,0.345,0.17287581699346405,0.7797309027777778,0.1502297385280162,13.478260040283203,,
66,train,0.9626479311274704,0.0,0.026188470284349175,1.0,1.0,0.9725572382459564,1.0,0.986434659090909,0.07366148679165122,0.13058947026729584,0.08040014299331233,14925.346589244447
66,val,0.9787347251420013,0.8271241830065359,0.07983627746660922,0.998046875,1.0,0.3287037037037037,0.17287581699346405,0.7727864583333333,0.16057354157773293,13.527904987335205,,
67,train,0.9668265968899835,0.0,0.04687144342805984,0.99921875,1.0,0.9542760879316567,1.0,0.976278409090909,0.06956333806144685,0.14058562070131303,0.08315726002911106,14430.489888434433
67,val,0.9789549532708608,0.8418300653594771,0.06383024558380009,0.998046875,1.0,0.38405797101449274,0.15816993464052287,0.7816840277777778,0.15815227361051365,13.674018383026123,,
68,train,0.9702469827501442,0.0,0.04300301905184892,1.0,1.0,0.9605068659153044,1.0,0.9789772727272726,0.07140537295729417,0.1443112850189209,0.08021154697053134,14960.439554181195
68,val,0.982980115714276,0.8418300653594771,0.06383024558380009,0.998046875,1.0,0.38405797101449274,0.15816993464052287,0.7816840277777778,0.1859375802460195,13.786174774169922,,
69,train,0.9735608109992675,0.0,0.036847825279401045,1.0,1.0,0.9591238868739218,1.0,0.980184659090909,0.07364722079647443,0.12595859169960022,0.08036304003326222,14932.237500016432
69,val,0.9834371914750792,0.8565359477124184,0.05928479103834554,0.998046875,1.0,0.38095238095238093,0.1434640522875817,0.7816840277777778,0.15708395163631328,14.297686100006104,,
70,train,0.9712282429470427,0.0,0.049396331655494764,1.0,1.0,0.9538404496728831,1.0,0.975497159090909,0.067925151826327,0.14384962767362594,0.08011870598420501,14977.77560506998
70,val,0.9839578064080949,0.8565359477124184,0.06837570012925462,0.998046875,1.0,0.36231884057971014,0.1434640522875817,0.7747395833333333,0.1290018244282066,14.610899448394775,,
71,train,0.9700687655036084,0.0,0.052698412296511545,1.0,1.0,0.9465351023245759,1.0,0.9727982954545455,0.07579782092429238,0.15359923839569092,0.08023222599877045,14956.583655280734
71,val,0.9833134353781741,0.8418300653594771,0.06383024558380009,0.998046875,1.0,0.38405797101449274,0.15816993464052287,0.7816840277777778,0.13191068696759994,14.314985752105713,,
72,train,0.9724271172657609,0.0,0.037468278633593796,1.0,1.0,0.9631974211186979,1.0,0.980965909090909,0.07057009179158194,0.1228964164853096,0.08008260797942057,14984.526981293779
72,val,0.9847789904904656,0.8418300653594771,0.05928479103834554,0.998046875,1.0,0.3939393939393939,0.15816993464052287,0.78515625,0.14086511747355818,14.72326946258545,,
73,train,0.9721136862793092,0.0,0.05275428654862309,0.99921875,1.0,0.9496385578514477,1.0,0.9735795454545455,0.06999773736813565,0.15478329360485077,0.08026838803198189,14949.845504831563
73,val,0.9848653350749778,0.8418300653594771,0.05928479103834554,0.998046875,1.0,0.3939393939393939,0.15816993464052287,0.78515625,0.1251738427227321,15.04825210571289,,
74,train,0.970738046059639,0.010533515731874145,0.03965590351359129,1.0,1.0,0.9617882549813169,0.9894664842681259,0.9748579545454545,0.07226511151693776,0.26890197247266767,0.08022693201201037,14957.570605097477
74,val,0.983978661747339,0.8565359477124184,0.05928479103834554,0.998046875,1.0,0.38095238095238093,0.1434640522875817,0.7816840277777778,0.12776935687841748,15.343528747558594,,
75,train,0.9705144357782874,0.0,0.0500746641340145,1.0,1.0,0.9555741940162534,1.0,0.9758522727272727,0.07603630348252952,0.1425577774643898,0.08028429001569748,14946.884375079751
75,val,0.9850672426659407,0.8565359477124184,0.05928479103834554,0.998046875,1.0,0.38095238095238093,0.1434640522875817,0.7816840277777778,0.13152045997004413,15.004305362701416,,
76,train,0.9759707876777446,0.0,0.0382375844685842,0.99765625,1.0,0.9629689105146502,1.0,0.980965909090909,0.0715317995441873,0.12246623635292053,0.08020413998747244,14961.821175159226
76,val,0.9867418889318489,0.8418300653594771,0.05928479103834554,0.998046875,1.0,0.3939393939393939,0.15816993464052287,0.78515625,0.12840820604027728,15.131864547729492,,
