risk_threshold,confidence_threshold,risk_accuracy,precision,recall,false_negative_rate,false_positive_rate,f1,expected_fast_selection_rate,expected_accurate_selection_rate,expected_oracle_gap
0.2,0.7,0.3975,0.24203821656050956,0.9620253164556962,0.0379746835443038,0.7414330218068536,0.38676844783715014,0.2125,0.7875,0.0075
0.2,0.8,0.3975,0.24203821656050956,0.9620253164556962,0.0379746835443038,0.7414330218068536,0.38676844783715014,0.2125,0.7875,0.0075
0.2,0.9,0.3975,0.24203821656050956,0.9620253164556962,0.0379746835443038,0.7414330218068536,0.38676844783715014,0.185,0.815,0.0025
0.2,0.95,0.3975,0.24203821656050956,0.9620253164556962,0.0379746835443038,0.7414330218068536,0.38676844783715014,0.155,0.845,0.0
0.25,0.0,0.4025,0.24358974358974358,0.9620253164556962,0.0379746835443038,0.735202492211838,0.3887468030690537,0.22,0.78,0.0075
0.25,0.1,0.4025,0.24358974358974358,0.9620253164556962,0.0379746835443038,0.735202492211838,0.3887468030690537,0.22,0.78,0.0075
0.25,0.2,0.4025,0.24358974358974358,0.9620253164556962,0.0379746835443038,0.735202492211838,0.3887468030690537,0.22,0.78,0.0075
0.25,0.3,0.4025,0.24358974358974358,0.9620253164556962,0.0379746835443038,0.735202492211838,0.3887468030690537,0.22,0.78,0.0075
0.25,0.4,0.4025,0.24358974358974358,0.9620253164556962,0.0379746835443038,0.735202492211838,0.3887468030690537,0.22,0.78,0.0075
0.25,0.5,0.4025,0.24358974358974358,0.9620253164556962,0.0379746835443038,0.735202492211838,0.3887468030690537,0.22,0.78,0.0075
0.25,0.6,0.4025,0.24358974358974358,0.9620253164556962,0.0379746835443038,0.735202492211838,0.3887468030690537,0.22,0.78,0.0075
0.25,0.7,0.4025,0.24358974358974358,0.9620253164556962,0.0379746835443038,0.735202492211838,0.3887468030690537,0.2175,0.7825,0.0075
0.25,0.8,0.4025,0.24358974358974358,0.9620253164556962,0.0379746835443038,0.735202492211838,0.3887468030690537,0.2175,0.7825,0.0075
0.25,0.9,0.4025,0.24358974358974358,0.9620253164556962,0.0379746835443038,0.735202492211838,0.3887468030690537,0.19,0.81,0.0025
0.25,0.95,0.4025,0.24358974358974358,0.9620253164556962,0.0379746835443038,0.735202492211838,0.3887468030690537,0.155,0.845,0.0
0.3,0.0,0.4125,0.24342105263157895,0.9367088607594937,0.06329113924050633,0.7165109034267912,0.3864229765013055,0.24,0.76,0.0125
0.3,0.1,0.4125,0.24342105263157895,0.9367088607594937,0.06329113924050633,0.7165109034267912,0.3864229765013055,0.24,0.76,0.0125
0.3,0.2,0.4125,0.24342105263157895,0.9367088607594937,0.06329113924050633,0.7165109034267912,0.3864229765013055,0.24,0.76,0.0125
0.3,0.3,0.4125,0.24342105263157895,0.9367088607594937,0.06329113924050633,0.7165109034267912,0.3864229765013055,0.24,0.76,0.0125
0.3,0.4,0.4125,0.24342105263157895,0.9367088607594937,0.06329113924050633,0.7165109034267912,0.3864229765013055,0.24,0.76,0.0125
0.3,0.5,0.4125,0.24342105263157895,0.9367088607594937,0.06329113924050633,0.7165109034267912,0.3864229765013055,0.24,0.76,0.0125
0.3,0.6,0.4125,0.24342105263157895,0.9367088607594937,0.06329113924050633,0.7165109034267912,0.3864229765013055,0.24,0.76,0.0125
0.3,0.7,0.4125,0.24342105263157895,0.9367088607594937,0.06329113924050633,0.7165109034267912,0.3864229765013055,0.2375,0.7625,0.0125
0.3,0.8,0.4125,0.24342105263157895,0.9367088607594937,0.06329113924050633,0.7165109034267912,0.3864229765013055,0.2375,0.7625,0.0125
0.3,0.9,0.4125,0.24342105263157895,0.9367088607594937,0.06329113924050633,0.7165109034267912,0.3864229765013055,0.2025,0.7975,0.005
0.3,0.95,0.4125,0.24342105263157895,0.9367088607594937,0.06329113924050633,0.7165109034267912,0.3864229765013055,0.155,0.845,0.0
0.35,0.0,0.4225,0.24496644295302014,0.9240506329113924,0.0759493670886076,0.7009345794392523,0.3872679045092839,0.255,0.745,0.015
0.35,0.1,0.4225,0.24496644295302014,0.9240506329113924,0.0759493670886076,0.7009345794392523,0.3872679045092839,0.255,0.745,0.015
0.35,0.2,0.4225,0.24496644295302014,0.9240506329113924,0.0759493670886076,0.7009345794392523,0.3872679045092839,0.255,0.745,0.015
0.35,0.3,0.4225,0.24496644295302014,0.9240506329113924,0.0759493670886076,0.7009345794392523,0.3872679045092839,0.255,0.745,0.015
0.35,0.4,0.4225,0.24496644295302014,0.9240506329113924,0.0759493670886076,0.7009345794392523,0.3872679045092839,0.255,0.745,0.015
0.35,0.5,0.4225,0.24496644295302014,0.9240506329113924,0.0759493670886076,0.7009345794392523,0.3872679045092839,0.255,0.745,0.015
0.35,0.6,0.4225,0.24496644295302014,0.9240506329113924,0.0759493670886076,0.7009345794392523,0.3872679045092839,0.255,0.745,0.015
0.35,0.7,0.4225,0.24496644295302014,0.9240506329113924,0.0759493670886076,0.7009345794392523,0.3872679045092839,0.2525,0.7475,0.015
0.35,0.8,0.4225,0.24496644295302014,0.9240506329113924,0.0759493670886076,0.7009345794392523,0.3872679045092839,0.2525,0.7475,0.015
0.35,0.9,0.4225,0.24496644295302014,0.9240506329113924,0.0759493670886076,0.7009345794392523,0.3872679045092839,0.2125,0.7875,0.005
0.35,0.95,0.4225,0.24496644295302014,0.9240506329113924,0.0759493670886076,0.7009345794392523,0.3872679045092839,0.155,0.845,0.0
0.4,0.0,0.43,0.24573378839590443,0.9113924050632911,0.08860759493670886,0.6884735202492211,0.3870967741935483,0.2675,0.7325,0.0175
0.4,0.1,0.43,0.24573378839590443,0.9113924050632911,0.08860759493670886,0.6884735202492211,0.3870967741935483,0.2675,0.7325,0.0175
0.4,0.2,0.43,0.24573378839590443,0.9113924050632911,0.08860759493670886,0.6884735202492211,0.3870967741935483,0.2675,0.7325,0.0175
0.4,0.3,0.43,0.24573378839590443,0.9113924050632911,0.08860759493670886,0.6884735202492211,0.3870967741935483,0.2675,0.7325,0.0175
0.4,0.4,0.43,0.24573378839590443,0.9113924050632911,0.08860759493670886,0.6884735202492211,0.3870967741935483,0.2675,0.7325,0.0175
0.4,0.5,0.43,0.24573378839590443,0.9113924050632911,0.08860759493670886,0.6884735202492211,0.3870967741935483,0.2675,0.7325,0.0175
0.4,0.6,0.43,0.24573378839590443,0.9113924050632911,0.08860759493670886,0.6884735202492211,0.3870967741935483,0.2675,0.7325,0.0175
0.4,0.7,0.43,0.24573378839590443,0.9113924050632911,0.08860759493670886,0.6884735202492211,0.3870967741935483,0.265,0.735,0.0175
0.4,0.8,0.43,0.24573378839590443,0.9113924050632911,0.08860759493670886,0.6884735202492211,0.3870967741935483,0.265,0.735,0.0175
0.4,0.9,0.43,0.24573378839590443,0.9113924050632911,0.08860759493670886,0.6884735202492211,0.3870967741935483,0.2175,0.7825,0.005
0.4,0.95,0.43,0.24573378839590443,0.9113924050632911,0.08860759493670886,0.6884735202492211,0.3870967741935483,0.155,0.845,0.0
0.45,0.0,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.27,0.73,0.02
0.45,0.1,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.27,0.73,0.02
0.45,0.2,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.27,0.73,0.02
0.45,0.3,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.27,0.73,0.02
0.45,0.4,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.27,0.73,0.02
0.45,0.5,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.27,0.73,0.02
0.45,0.6,0.4275,0.24315068493150685,0.8987341772151899,0.10126582278481013,0.6884735202492211,0.3827493261455525,0.27,0.73,0.02
