epoch,split,confidence_mean,fnr,fpr,hard_runtime_accuracy,precision,recall,risk_accuracy,runtime_mae,loss
0,train,0.5691084420161686,0.0,1.0,0.44217051630434784,0.494239696557971,1.0,0.494239696557971,2.1508478263903985,3.3242482344309487
0,val,0.5326870632948001,0.0,1.0,0.1005859375,0.1015625,1.0,0.1015625,1.0766134159402512,2.9557297825813293
1,train,0.5499526775978586,0.0,1.0,0.42544157608695654,0.4805536684782609,1.0,0.4805536684782609,0.9891377922756704,2.6296115716298423
1,val,0.5427717945562547,0.0,1.0,0.1005859375,0.1015625,1.0,0.1015625,0.2534462455943113,3.0123080611228943
