shot_id,arrival_time_us,start_time_us,finish_time_us,worker_id,latency_us,response_time_us,deadline_us,deadline_miss,backlog,pauli_frame_lag,pauli_frame_lag_violation,prediction,observable,logical_error,logical_boundary,rounds_until_boundary,boundary_drain,boundary_commit_success,ai_model_type,ai_history_length,ai_risk_score,ai_hard_runtime_score,ai_runtime_pred,ai_confidence,fast_wrong_prob,fast_logical_fail_prob,hard_runtime_prob,safe_fast_prob,combined_fast_risk,selected_decoder
12,72.0,72.0,80.825,0,8.825000000000001,8.825000000000003,120.0,False,1,0,False,0,0,False,False,87,False,True,risk_lstm,8,0.9825457334518433,0.05317407846450806,2.5686662197113037,0.877187967300415,,,,,,accurate
13,78.0,80.825,91.82500076293945,0,11.000000762939454,13.825000762939453,126.0,False,2,1,False,0,0,False,False,86,False,True,risk_lstm,8,0.9669189453125,0.19985967874526978,2.485318183898926,0.8610106706619263,,,,,,accurate
16,96.0,96.0,102.18000101804732,0,6.1800010180473235,6.180001018047321,144.0,False,1,0,False,0,0,False,False,83,False,True,risk_lstm,8,0.9904028177261353,0.06851993501186371,2.4777767658233643,0.8835039138793945,,,,,,accurate
17,102.0,102.18000101804732,114.58000330686568,0,12.40000228881836,12.580003306865677,150.0,False,2,1,False,1,1,False,False,82,False,True,risk_lstm,8,0.9849822521209717,0.05694548040628433,2.494901180267334,0.8658667802810669,,,,,,accurate
25,150.0,150.0,153.20000152587892,0,3.200001525878906,3.2000015258789176,198.0,False,1,0,False,0,0,False,False,74,False,True,risk_lstm,8,0.008895243518054485,0.048879120498895645,2.2062363624572754,0.9709905982017517,,,,,,fast
27,162.0,162.0,173.19999771118165,0,11.199997711181641,11.199997711181652,210.0,False,1,0,False,0,0,False,False,72,False,True,risk_lstm,8,0.051223430782556534,0.06330026686191559,2.233567953109741,0.9475364089012146,,,,,,accurate
29,174.0,174.0,187.40000228881837,0,13.40000228881836,13.40000228881837,222.0,False,1,0,False,1,1,False,False,70,False,True,risk_lstm,8,0.9767491817474365,0.08106289803981781,2.4844634532928467,0.8607531785964966,,,,,,accurate
31,186.0,187.40000228881837,201.30000076293948,0,13.899998474121094,15.300000762939476,234.0,False,2,1,False,0,0,False,False,68,False,True,risk_lstm,8,0.8564053177833557,0.2245422899723053,2.2800512313842773,0.8545710444450378,,,,,,accurate
32,192.0,201.30000076293948,216.20000305175785,0,14.90000228881836,24.200003051757847,240.0,False,2,1,False,0,0,False,False,67,False,True,risk_lstm,8,0.986316978931427,0.07406795024871826,2.3507516384124756,0.8737251162528992,,,,,,accurate
34,204.0,216.20000305175785,227.90000457763676,0,11.700001525878907,23.900004577636764,252.0,False,2,1,False,1,1,False,False,65,False,True,risk_lstm,8,0.9749166369438171,0.15587541460990906,2.2461695671081543,0.8697022795677185,,,,,,accurate
35,210.0,227.90000457763676,240.90000152587896,0,12.999996948242188,30.900001525878963,258.0,False,3,2,False,0,0,False,False,64,False,True,risk_lstm,8,0.9888563752174377,0.05594256520271301,2.3378522396087646,0.8640002012252808,,,,,,accurate
36,216.0,240.90000152587896,256.30000000000007,0,15.399998474121094,40.30000000000007,264.0,False,4,3,False,0,0,False,False,63,False,True,risk_lstm,8,0.9753457307815552,0.08749319612979889,2.4521610736846924,0.8492706418037415,,,,,,accurate
38,228.0,256.30000000000007,263.73999848485005,0,7.439998484849957,35.73999848485005,276.0,False,3,2,False,1,1,False,False,61,False,True,risk_lstm,8,0.6804426312446594,0.15677572786808014,2.2920942306518555,0.9043436646461487,,,,,,accurate
41,246.0,263.73999848485005,277.03999848485006,0,13.3,31.03999848485006,294.0,False,3,2,False,0,0,False,False,58,False,True,risk_lstm,8,0.912497341632843,0.07828447967767715,2.5343544483184814,0.843054473400116,,,,,,accurate
42,252.0,277.03999848485006,283.8199978983404,0,6.779999413490304,31.819997898340375,300.0,False,4,3,False,1,1,False,False,57,False,True,risk_lstm,8,0.9904966354370117,0.06996876746416092,2.3641223907470703,0.8797736167907715,,,,,,accurate
44,264.0,283.8199978983404,287.019995609522,0,3.1999977111816404,23.019995609522027,312.0,False,3,2,False,0,0,False,False,55,False,True,risk_lstm,8,0.008948495611548424,0.05034836381673813,2.2077300548553467,0.9710436463356018,,,,,,fast
46,276.0,287.019995609522,295.36999560952205,0,8.35,19.36999560952205,324.0,False,4,3,False,0,0,False,False,53,False,True,risk_lstm,8,0.9882774949073792,0.04358135908842087,2.4383914470672607,0.8550150990486145,,,,,,accurate
47,282.0,295.36999560952205,307.6699917948248,0,12.299996185302735,25.669991794824796,330.0,False,4,3,False,0,0,False,False,52,False,True,risk_lstm,8,0.9402327537536621,0.1092180460691452,2.5215909481048584,0.8628098964691162,,,,,,accurate
49,294.0,307.6699917948248,321.2699948465826,0,13.600003051757813,27.26999484658262,342.0,False,3,2,False,0,0,False,False,50,False,True,risk_lstm,8,0.9896849393844604,0.05056127905845642,2.42475962638855,0.8637323975563049,,,,,,accurate
50,300.0,321.2699948465826,334.2699956095221,0,13.000000762939454,34.269995609522084,348.0,False,3,2,False,0,0,False,False,49,False,True,risk_lstm,8,0.980158805847168,0.06224541366100311,2.371870756149292,0.8357332944869995,,,,,,accurate
51,306.0,334.2699956095221,337.26999637246155,0,3.000000762939453,31.26999637246155,354.0,False,4,3,False,0,0,False,False,48,False,True,risk_lstm,8,0.009015370160341263,0.046462297439575195,2.2258498668670654,0.9699012637138367,,,,,,fast
52,312.0,337.26999637246155,350.2700009500983,0,13.00000457763672,38.27000095009828,360.0,False,4,3,False,0,0,False,False,47,False,True,risk_lstm,8,0.9303193688392639,0.08713015913963318,2.3815114498138428,0.8401144742965698,,,,,,accurate
55,330.0,350.2700009500983,362.1699994242194,0,11.899998474121094,32.169999424219384,378.0,False,4,3,False,1,1,False,False,44,False,True,risk_lstm,8,0.9789284467697144,0.036642152816057205,2.515082597732544,0.8534376621246338,,,,,,accurate
58,348.0,362.1699994242194,372.87000476479557,0,10.700005340576173,24.870004764795567,396.0,False,3,2,False,0,0,False,False,41,False,True,risk_lstm,8,0.990675151348114,0.04480147734284401,2.413900136947632,0.8740118145942688,,,,,,accurate
60,360.0,372.87000476479557,385.0700062906745,0,12.200001525878907,25.070006290674485,408.0,False,3,2,False,0,0,False,False,39,False,True,risk_lstm,8,0.9902258515357971,0.043242428451776505,2.3862802982330322,0.8677623271942139,,,,,,accurate
62,372.0,385.0700062906745,396.67000552773504,0,11.599999237060548,24.670005527735043,420.0,False,3,2,False,0,0,False,False,37,False,True,risk_lstm,8,0.9891788959503174,0.08157888799905777,2.4411559104919434,0.8750617504119873,,,,,,accurate
64,384.0,396.67000552773504,407.97000552773505,0,11.3,23.970005527735054,432.0,False,3,2,False,0,0,False,False,35,False,True,risk_lstm,8,0.98548823595047,0.07725311815738678,2.4496889114379883,0.8734984993934631,,,,,,accurate
65,390.0,407.97000552773505,418.0700085794929,0,10.100003051757813,28.070008579492878,438.0,False,3,2,False,0,0,False,False,34,False,True,risk_lstm,8,0.9665564298629761,0.08232974261045456,2.325091600418091,0.8606612682342529,,,,,,accurate
72,432.0,432.0,439.30000047683717,0,7.300000476837158,7.30000047683717,480.0,False,1,0,False,1,1,False,False,27,False,True,risk_lstm,8,0.9818406701087952,0.051024291664361954,2.4458305835723877,0.8743653893470764,,,,,,accurate
76,456.0,456.0,467.3,0,11.3,11.300000000000011,504.0,False,1,0,False,0,0,False,False,23,False,True,risk_lstm,8,0.989704430103302,0.045179158449172974,2.50846791267395,0.8676679134368896,,,,,,accurate
78,468.0,468.0,475.79000053405764,0,7.790000534057617,7.79000053405764,516.0,False,1,0,False,0,0,False,False,21,False,True,risk_lstm,8,0.7325538992881775,0.035741329193115234,2.491844654083252,0.8975024223327637,,,,,,accurate
79,474.0,475.79000053405764,481.7550001144409,0,5.964999580383301,7.755000114440918,522.0,False,2,1,False,0,0,False,False,20,False,True,risk_lstm,8,0.9909997582435608,0.04283951595425606,2.422747850418091,0.8760022521018982,,,,,,accurate
80,480.0,481.7550001144409,494.1550024032593,0,12.40000228881836,14.155002403259289,528.0,False,2,1,False,0,0,False,False,19,False,True,risk_lstm,8,0.9724417328834534,0.035986464470624924,2.520775079727173,0.8559130430221558,,,,,,accurate
83,498.0,498.0,510.09999923706056,0,12.099999237060548,12.099999237060558,546.0,False,1,0,False,0,0,False,False,16,False,True,risk_lstm,8,0.9802001714706421,0.06140008941292763,2.404573678970337,0.8671512603759766,,,,,,accurate
84,504.0,510.09999923706056,514.7599983215332,0,4.659999084472656,10.759998321533203,552.0,False,2,1,False,0,0,False,False,15,False,True,risk_lstm,8,0.8905988931655884,0.044135551899671555,2.5088260173797607,0.8273007869720459,,,,,,accurate
92,552.0,552.0,564.7000015258789,0,12.700001525878907,12.70000152587886,600.0,False,1,0,False,0,0,False,False,7,False,True,risk_lstm,8,0.9866728782653809,0.06405770033597946,2.5106189250946045,0.877767026424408,,,,,,accurate
93,558.0,564.7000015258789,578.3999992370605,0,13.699997711181641,20.399999237060456,606.0,False,2,1,False,0,0,False,False,6,False,True,risk_lstm,8,0.9876092672348022,0.04413643851876259,2.429499864578247,0.859558641910553,,,,,,accurate
95,570.0,578.3999992370605,586.1239980945586,0,7.723998857498191,16.1239980945586,618.0,False,2,1,False,0,0,False,False,4,False,True,risk_lstm,8,0.9879606366157532,0.07299704849720001,2.275751829147339,0.864456832408905,,,,,,accurate
97,582.0,586.1239980945586,596.5439975076515,0,10.419999413092933,14.543997507651511,630.0,False,2,1,False,0,0,False,False,2,True,True,risk_lstm,8,0.9874202609062195,0.04241449758410454,2.3811159133911133,0.8521283268928528,,,,,,accurate
98,588.0,596.5439975076515,619.1440005594093,0,22.600003051757813,31.144000559409278,636.0,False,2,1,False,0,0,False,False,1,True,True,risk_lstm,8,0.9818618893623352,0.060671862214803696,2.570659875869751,0.8827564120292664,,,,,,accurate
100,600.0,619.1440005594093,631.6439975076514,0,12.499996948242188,31.64399750765142,648.0,False,2,1,False,0,0,False,False,99,False,True,risk_lstm,8,0.9620313048362732,0.05823933333158493,2.4522922039031982,0.8638391494750977,,,,,,accurate
101,606.0,631.6439975076514,644.3373291289407,0,12.693331621289257,38.33732912894072,654.0,False,3,2,False,0,0,False,False,98,False,True,risk_lstm,8,0.9911777377128601,0.03974916785955429,2.493806838989258,0.8711219429969788,,,,,,accurate
103,618.0,644.3373291289407,655.9373283660012,0,11.599999237060548,37.937328366001225,666.0,False,4,3,False,0,0,False,False,96,False,True,risk_lstm,8,0.9850271940231323,0.049560848623514175,2.5207889080047607,0.8513529300689697,,,,,,accurate
109,654.0,655.9373283660012,661.847328785618,0,5.9100004196167,7.847328785617947,702.0,False,2,1,False,0,0,False,False,90,False,True,risk_lstm,8,0.9623593091964722,0.055832892656326294,2.338580369949341,0.8686342835426331,,,,,,accurate
111,666.0,666.0,674.1600012171268,0,8.160001217126819,8.160001217126819,714.0,False,1,0,False,0,0,False,False,88,False,True,risk_lstm,8,0.9364194869995117,0.04901226609945297,2.689662218093872,0.8809190392494202,,,,,,accurate
112,672.0,674.1600012171268,689.5600035059451,0,15.40000228881836,17.560003505945133,720.0,False,2,1,False,0,0,False,False,87,False,True,risk_lstm,8,0.750142514705658,0.20144754648208618,2.2276947498321533,0.8865580558776855,,,,,,accurate
114,684.0,689.5600035059451,696.1300043451786,0,6.570000839233399,12.130004345178577,732.0,False,2,1,False,0,0,False,False,85,False,True,risk_lstm,8,0.9305402040481567,0.045507460832595825,2.3584401607513428,0.8746770620346069,,,,,,accurate
117,702.0,702.0,709.725711104359,0,7.725711104359016,7.725711104358993,750.0,False,1,0,False,0,0,False,False,82,False,True,risk_lstm,8,0.9901989698410034,0.0477299764752388,2.424041986465454,0.8773613572120667,,,,,,accurate
119,714.0,714.0,724.9000022888183,0,10.90000228881836,10.900002288818314,762.0,False,1,0,False,0,0,False,False,80,False,True,risk_lstm,8,0.9891756176948547,0.038321614265441895,2.454211950302124,0.8647386431694031,,,,,,accurate
125,750.0,750.0,778.399998474121,0,28.399998474121094,28.39999847412105,798.0,False,1,0,False,0,0,False,False,74,False,True,risk_lstm,8,0.906589686870575,0.1366051286458969,2.415574073791504,0.8650241494178772,,,,,,accurate
128,768.0,778.399998474121,791.0999999999999,0,12.700001525878907,23.09999999999991,816.0,False,2,1,False,0,0,False,False,71,False,True,risk_lstm,8,0.9895105361938477,0.05160961672663689,2.4978458881378174,0.8723472356796265,,,,,,accurate
136,816.0,816.0,823.9885742574078,0,7.9885742574078,7.988574257407777,864.0,False,1,0,False,0,0,False,False,63,False,True,risk_lstm,8,0.9740797281265259,0.134522944688797,2.5231924057006836,0.9129480123519897,,,,,,accurate
138,828.0,828.0,841.1999977111816,0,13.199997711181641,13.199997711181595,876.0,False,1,0,False,0,0,False,False,61,False,True,risk_lstm,8,0.9728592038154602,0.18489432334899902,2.3671069145202637,0.8891737461090088,,,,,,accurate
139,834.0,841.1999977111816,852.3999954223632,0,11.199997711181641,18.39999542236319,882.0,False,2,1,False,1,1,False,False,60,False,True,risk_lstm,8,0.991243839263916,0.06365586817264557,2.5420734882354736,0.8837310075759888,,,,,,accurate
141,846.0,852.3999954223632,864.8999923706053,0,12.499996948242188,18.899992370605332,894.0,False,2,1,False,0,0,False,False,58,False,True,risk_lstm,8,0.9796984195709229,0.08320854604244232,2.410325765609741,0.8598023056983948,,,,,,accurate
