logical_error_rate,mean_latency_us,p95_latency_us,p99_latency_us,p999_latency_us,mean_response_time_us,p95_response_time_us,p99_response_time_us,p999_response_time_us,deadline_miss_ratio,mean_backlog,p99_backlog,max_backlog,mean_pauli_frame_lag,p99_pauli_frame_lag,max_pauli_frame_lag,pauli_frame_lag_violation_ratio,boundary_commit_success_rate,fast_selection_rate,accurate_selection_rate,accept_rate,abstention_rate,false_accept_rate,accepted_error_rate,accepted_fast_logical_fail_rate,validation_pass_rate,predecode_accept_rate,mean_estimated_residual_reduction,residual_density_reduction,residual_graph_size_reduction,num_shots,num_workers,real_qec,timing_mode,mode,ai_risk_available,hard_runtime_label_valid,risk_false_negative_rate,risk_false_positive_rate,logical_error_x_latency
0.0,27.417325030326843,45.099998474121094,63.90399776458731,100.30340304565654,2712.598378088951,9962.795042037962,11781.904031944276,11856.404020599368,0.94375,90.105,314.00999999999976,334.0,89.105,313.00999999999976,333.0,0.78425,0.047619047619047616,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,1,True,loop_per_shot,accurate_only,True,True,0.0,0.6045,0.0
0.0,27.417325030326843,45.099998474121094,63.90399776458731,100.30340304565654,2712.598378088951,9962.795042037962,11781.904031944276,11856.404020599368,0.94375,90.105,314.00999999999976,334.0,89.105,313.00999999999976,333.0,0.78425,0.047619047619047616,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,1,True,loop_per_shot,ai_risk,True,True,0.0,0.6045,0.0
0.108,17.583725041389464,33.405005073547336,38.101002273559544,39.600202281952036,25.700699941635133,38.19999313354492,39.599998512268066,40.0,0.00075,1.80475,4.0,4.0,0.80475,3.0,3.0,0.0,1.0,0.3205,0.6795,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,1,True,loop_per_shot,edf,True,True,0.17075,0.45475,1.899042304470062
0.33025,3.377175045013428,4.900001525878906,6.50100376129148,25.200500762939782,4.730300004005432,5.099998664855957,14.603998489379789,356.1053984718358,0.006,1.06725,1.0,21.0,0.06725,0.0,20.0,0.00475,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,1,True,loop_per_shot,fast_only,True,True,0.3955,0.0,1.1153120586156846
0.0,26.96575314496251,44.89999485015869,61.41099849700901,100.60340304565653,2350.331523561753,8826.164629184832,10555.687147161883,10611.947525764399,0.926,79.08325,292.00999999999976,307.0,78.08325,291.00999999999976,306.0,0.76225,0.047619047619047616,0.0,1.0,0.20725,0.7927500000000001,0.3281061519903498,0.3281061519903498,0.29794933655006034,0.20675,0.20725,0.031732565333694215,0.031732565333694215,0.031732565333694215,4000,1,True,loop_per_shot,heuristic_pre_fixed,True,True,0.0,0.6045,0.0
0.00225,5.858640029907226,17.932000274658193,24.370801208496076,32.731558782960015,6.613520036697429,20.64999999999454,30.450499999997106,37.97060511932268,0.0,1.1355,3.0,4.0,0.1355,2.0,3.0,0.0,1.0,0.6095,0.3905,1.0,0.0,0.3955,0.3955,0.33025,1.0,1.0,0.5999999999999998,0.5999999999999998,0.5999999999999998,4000,1,True,loop_per_shot,oracle_predecoder,True,True,0.00525,0.00025,0.013181940067291259
0.0,14.479350073814391,45.09999866485596,64.3050030517577,103.70209695434708,137.2125520992279,846.9100435256958,995.2050122070311,1094.2091083946289,0.30625,6.395,41.0,47.0,5.395,40.0,46.0,0.20825,0.7380952380952381,0.6045,0.3955,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,1,True,loop_per_shot,oracle_risk,True,True,0.0,0.0,0.0
0.33025,3.377175045013428,4.900001525878906,6.50100376129148,25.200500762939782,4.730300004005432,5.099998664855957,14.603998489379789,356.1053984718358,0.006,1.06725,1.0,21.0,0.06725,0.0,20.0,0.00475,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4000,1,True,loop_per_shot,risk_heuristic,True,True,0.3955,0.0,1.1153120586156846
0.05725,23.56506557443238,44.2000015258789,61.41099849700901,100.60340304565653,657.5778035023857,3572.6711581303402,4570.335682204716,4687.893075599832,0.74425,23.434,145.0,158.0,22.434,144.0,157.0,0.44575,0.2857142857142857,0.1945,0.8055,0.207,0.793,0.3285024154589372,0.3285024154589372,0.29830917874396135,0.20675,0.207,0.031632565330713985,0.031632565330713985,0.031632565330713985,4000,1,True,loop_per_shot,rt_qec,True,True,0.06325,0.47325,1.349100004136254
0.04425,24.38088650757799,44.205001449584934,62.50700080871565,104.00209695434708,665.9642669293904,3578.321161892892,4575.985685967268,4693.543079362384,0.786,23.764,146.0,158.0,22.764,145.0,157.0,0.4705,0.21428571428571427,0.14525,0.85475,0.207,0.793,0.3285024154589372,0.3285024154589372,0.29830917874396135,0.20675,0.207,0.031632565330713985,0.031632565330713985,0.031632565330713985,4000,1,True,loop_per_shot,rt_qec_ai,True,True,0.05025,0.5095,1.078854227960326
0.05725,23.56506557443238,44.2000015258789,61.41099849700901,100.60340304565653,657.5778035023857,3572.6711581303402,4570.335682204716,4687.893075599832,0.74425,23.434,145.0,158.0,22.434,144.0,157.0,0.44575,0.2857142857142857,0.1945,0.8055,0.207,0.793,0.3285024154589372,0.3285024154589372,0.29830917874396135,0.20675,0.207,0.031632565330713985,0.031632565330713985,0.031632565330713985,4000,1,True,loop_per_shot,rt_qec_without_abstention,True,True,0.06325,0.47325,1.349100004136254
0.00825,26.460266360963953,44.89999485015869,61.41099849700901,100.60340304565653,2324.9737133347353,8790.867407610453,10520.389925587504,10576.65030419002,0.89525,78.1765,291.00999999999976,306.0,77.1765,290.00999999999976,305.0,0.746,0.09523809523809523,0.032,0.968,0.20725,0.7927500000000001,0.3281061519903498,0.3281061519903498,0.29794933655006034,0.20675,0.20725,0.031732565333694215,0.031732565333694215,0.031732565333694215,4000,1,True,loop_per_shot,rt_qec_without_scheduler,True,True,0.0085,0.581,0.21829719747795262
0.33025,3.0749286359036416,4.498873579527364,5.828346523189977,18.813100502671453,3.0911361516188594,4.535455358575244,6.031309737220797,21.47216715546086,0.0,1.0035,1.0,3.0,0.0035,0.0,2.0,0.0,1.0,0.99975,0.00025,1.0,0.0,0.3955,0.3955,0.33025,0.20675,1.0,0.13781753187077117,0.13781753187077117,0.13781753187077117,4000,1,True,loop_per_shot,rt_qec_without_validation,True,True,0.3955,0.00025,1.0154951820071776
