shot_id,arrival_time_us,start_time_us,finish_time_us,worker_id,latency_us,response_time_us,deadline_us,deadline_miss,backlog,pauli_frame_lag,pauli_frame_lag_violation,prediction,observable,logical_error,logical_boundary,rounds_until_boundary,boundary_drain,boundary_commit_success,ai_model_type,ai_history_length,ai_risk_score,ai_hard_runtime_score,ai_runtime_pred,ai_confidence,fast_wrong_prob,fast_logical_fail_prob,hard_runtime_prob,safe_fast_prob,combined_fast_risk,selected_decoder
12,84.0,84.0,94.08750193119049,0,10.087501931190491,10.087501931190488,112.0,False,1,0,False,0,0,False,False,87,False,True,risk_lstm,8,0.9782708287239075,0.05509689450263977,2.4977731704711914,0.8591704964637756,,,,,,accurate
13,91.0,91.0,107.67833543499312,1,16.67833543499312,16.678335434993116,119.0,False,2,1,False,0,0,False,False,86,False,True,risk_lstm,8,0.988283634185791,0.07661402970552444,2.4369897842407227,0.8742548227310181,,,,,,accurate
16,112.0,112.0,121.99399873290461,0,9.993998732904611,9.993998732904615,140.0,False,1,0,False,0,0,False,False,83,False,True,risk_lstm,8,0.7450387477874756,0.39592650532722473,2.050232410430908,0.9207838773727417,,,,,,accurate
17,119.0,119.0,137.36249989569188,1,18.362499895691872,18.362499895691883,147.0,False,2,1,False,1,1,False,False,82,False,True,risk_lstm,8,0.9577434062957764,0.1869782954454422,2.3338329792022705,0.8458774089813232,,,,,,accurate
25,175.0,175.0,188.3999984741211,0,13.399998474121094,13.399998474121105,203.0,False,1,0,False,0,0,False,False,74,False,True,risk_lstm,8,0.982667863368988,0.07401267439126968,2.3700225353240967,0.8660780191421509,,,,,,accurate
27,189.0,189.0,201.8999984741211,1,12.899998474121094,12.899998474121105,217.0,False,1,0,False,0,0,False,False,72,False,True,risk_lstm,8,0.9892212152481079,0.07483478635549545,2.439445972442627,0.8764025568962097,,,,,,accurate
29,203.0,203.0,216.8999984741211,0,13.899998474121094,13.899998474121105,231.0,False,1,0,False,0,0,False,False,70,False,True,risk_lstm,8,0.9699863791465759,0.1541198045015335,2.353909730911255,0.8661847710609436,,,,,,accurate
31,217.0,217.0,234.59999923706056,1,17.599999237060548,17.59999923706056,245.0,False,1,0,False,0,0,False,False,68,False,True,risk_lstm,8,0.9658235311508179,0.21593543887138367,2.414055109024048,0.8583794832229614,,,,,,accurate
32,224.0,224.0,237.3,0,13.3,13.300000000000011,252.0,False,2,1,False,0,0,False,False,67,False,True,risk_lstm,8,0.9872807860374451,0.07088877260684967,2.3977181911468506,0.8737001419067383,,,,,,accurate
34,238.0,238.0,262.9999969482422,1,24.999996948242188,24.9999969482422,266.0,False,1,0,False,1,1,False,False,65,False,True,risk_lstm,8,0.9286566972732544,0.27635592222213745,2.4006102085113525,0.8470470905303955,,,,,,accurate
